0,0
6,0
0,6
0,-6
-6,0
6,6
6,-6
-6,6
-6,-6
12,0
0,12
-12,0
0,-12
-6,12
12,6
12,-6
6,12
6,-12
-12,-6
-12,6
-6,-12
12,12
12,-12
-12,-12
-12,12
0,-18
0,18
18,0
-18,0
18,6
-18,-6
-6,-18
-18,6
6,18
6,-18
-6,18
18,-6
-12,-18
12,-18
18,12
-18,-12
12,18
18,-12
-18,12
-12,18
0,-24
-24,0
24,0
0,24
-24,-6
24,6
-6,-24
-6,24
24,-6
6,24
6,-24
-24,6
18,-18
-18,-18
18,18
-18,18
-24,12
12,24
12,-24
24,-12
24,12
-12,24
-12,-24
-24,-12
0,6
6,6
0,12
12,6
6,12
12,12
0,18
18,6
6,18
18,12
12,18
0,24
24,6
6,24
18,18
12,24
24,12
18,24
24,18
0,30
30,6
6,30
30,12
12,30
24,24
18,30
30,18
0,36
6,36
36,6
12,36
36,12
24,30
30,24
18,36
36,18
0,42
6,42
30,30
24,36
36,24
12,42
42,12
18,42
42,18
36,30
30,36
0,48
42,24
24,42
6,48
12,48
48,12
36,36
48,18
18,48
30,42
42,30
48,24
24,48
0,54
6,54
42,36
12,54
54,12
36,42
48,30
30,48
54,18
18,54
54,24
24,54
42,42
48,36
36,48
0,60
6,60
60,12
12,60
54,30
30,54
60,18
18,60
42,48
48,42
24,60
60,24
36,54
54,36
0,66
6,66
66,12
12,66
60,30
30,60
48,48
18,66
42,54
66,18
54,42
36,60
60,36
24,66
66,24
0,72
54,48
48,54
6,72
30,66
66,30
72,12
12,72
60,42
42,60
72,18
18,72
66,36
36,66
24,72
72,24
54,54
48,60
60,48
72,30
30,72
0,78
6,78
42,66
66,42
12,78
78,18
18,78
72,36
36,72
60,54
54,60
24,78
66,48
48,66
78,24
42,72
72,42
30,78
78,30
0,84
6,84
60,60
12,84
54,66
66,54
36,78
18,84
84,18
78,36
48,72
72,48
84,24
24,84
42,78
78,42
66,60
60,66
84,30
30,84
0,90
54,72
72,54
-6,90
6,90
12,90
84,36
36,84
78,48
48,78
90,18
18,90
24,90
90,24
66,66
72,60
60,72
42,84
84,42
54,78
90,30
30,90
78,54
0,96
-6,96
6,96
48,84
12,96
84,48
36,90
90,36
96,18
18,96
66,72
72,66
60,78
78,60
24,96
96,24
90,42
42,90
54,84
84,54
96,30
30,96
72,72
90,48
0,102
48,90
78,66
66,78
-6,102
6,102
36,96
96,36
12,102
60,84
84,60
18,102
102,18
42,96
102,24
96,42
24,102
90,54
54,90
72,78
78,72
102,30
30,102
84,66
66,84
48,96
96,48
0,108
60,90
6,108
36,102
-6,108
102,36
90,60
12,108
108,18
18,108
54,96
96,54
78,78
42,102
102,42
84,72
24,108
108,24
72,84
90,66
66,90
108,30
30,108
102,48
48,102
60,96
96,60
36,108
108,36
0,114
-6,114
6,114
78,84
84,78
12,114
72,90
90,72
54,102
18,114
102,54
108,42
42,108
114,24
24,114
96,66
66,96
30,114
114,30
48,108
108,48
60,102
102,60
84,84
78,90
90,78
36,114
114,36
96,72
72,96
0,120
-6,120
6,120
12,120
54,108
108,54
18,120
42,114
66,102
114,42
102,66
24,120
120,24
90,84
84,90
60,108
108,60
78,96
114,48
30,120
48,114
96,78
120,30
72,102
102,72
120,36
36,120
0,126
54,114
114,54
6,126
-6,126
66,108
108,66
12,126
120,42
42,120
18,126
90,90
96,84
84,96
126,24
24,126
102,78
78,102
114,60
60,114
48,120
120,48
30,126
126,30
108,72
72,108
36,126
126,36
120,54
54,120
90,96
96,90
114,66
66,114
0,132
6,132
84,102
102,84
-6,132
12,132
42,126
126,42
78,108
18,132
108,78
120,60
24,132
132,24
60,120
114,72
48,126
126,48
72,114
132,30
30,132
96,96
102,90
90,102
132,36
108,84
36,132
84,108
120,66
66,120
126,54
54,126
0,138
-6,138
6,138
114,78
78,114
12,138
132,42
42,132
18,138
60,126
126,60
120,72
72,120
24,138
138,24
102,96
96,102
132,48
48,132
90,108
108,90
30,138
138,30
84,114
114,84
66,126
126,66
138,36
36,138
54,132
132,54
78,120
120,78
0,144
-6,144
6,144
42,138
138,42
102,102
12,144
96,108
108,96
132,60
60,132
126,72
18,144
72,126
114,90
90,114
24,144
144,24
48,138
138,48
120,84
84,120
144,30
30,144
132,66
66,132
0,-6
6,-6
0,-12
12,-6
6,-12
12,-12
0,-18
6,-18
18,-6
12,-18
18,-12
0,-24
24,-6
6,-24
18,-18
12,-24
24,-12
24,-18
18,-24
0,-30
6,-30
30,-6
30,-12
12,-30
24,-24
30,-18
18,-30
0,-36
6,-36
36,-6
12,-36
36,-12
30,-24
24,-30
36,-18
18,-36
0,-42
42,-6
6,-42
30,-30
36,-24
24,-36
42,-12
12,-42
18,-42
42,-18
30,-36
36,-30
0,-48
6,-48
24,-42
42,-24
48,-6
48,-12
12,-48
36,-36
48,-18
18,-48
30,-42
42,-30
24,-48
48,-24
0,-54
54,-6
6,-54
42,-36
12,-54
36,-42
54,-12
48,-30
30,-48
18,-54
54,-18
24,-54
54,-24
42,-42
36,-48
0,-60
48,-36
60,-6
6,-60
60,-12
12,-60
30,-54
54,-30
60,-18
18,-60
42,-48
48,-42
24,-60
60,-24
54,-36
36,-54
0,-66
6,-66
-6,-66
66,-12
12,-66
60,-30
30,-60
48,-48
66,-18
54,-42
42,-54
18,-66
60,-36
36,-60
66,-24
24,-66
0,-72
54,-48
6,-72
48,-54
-6,-72
66,-30
30,-66
12,-72
72,-12
42,-60
60,-42
18,-72
72,-18
36,-66
66,-36
24,-72
72,-24
54,-54
60,-48
48,-60
72,-30
30,-72
0,-78
6,-78
66,-42
-6,-78
42,-66
78,-12
12,-78
18,-78
78,-18
36,-72
72,-36
54,-60
60,-54
78,-24
24,-78
48,-66
66,-48
42,-72
72,-42
78,-30
30,-78
0,-84
6,-84
-6,-84
84,-12
12,-84
60,-60
54,-66
66,-54
78,-36
18,-84
84,-18
36,-78
48,-72
72,-48
24,-84
84,-24
78,-42
42,-78
84,-30
66,-60
30,-84
60,-66
0,-90
72,-54
54,-72
6,-90
-6,-90
12,-90
90,-12
36,-84
84,-36
48,-78
78,-48
90,-18
18,-90
90,-24
24,-90
66,-66
72,-60
60,-72
84,-42
42,-84
54,-78
30,-90
90,-30
78,-54
0,-96
-6,-96
6,-96
84,-48
12,-96
48,-84
96,-12
36,-90
90,-36
72,-66
66,-72
18,-96
96,-18
60,-78
78,-60
96,-24
24,-96
90,-42
42,-90
54,-84
84,-54
30,-96
96,-30
72,-72
0,-102
90,-48
48,-90
78,-66
66,-78
-6,-102
6,-102
36,-96
96,-36
102,-12
12,-102
60,-84
84,-60
18,-102
102,-18
42,-96
102,-24
96,-42
24,-102
54,-90
90,-54
72,-78
78,-72
30,-102
102,-30
66,-84
84,-66
96,-48
48,-96
0,-108
-6,-108
36,-102
60,-90
90,-60
102,-36
6,-108
108,-12
12,-108
18,-108
108,-18
54,-96
96,-54
78,-78
102,-42
42,-102
84,-72
24,-108
72,-84
108,-24
66,-90
90,-66
30,-108
108,-30
102,-48
48,-102
60,-96
96,-60
36,-108
108,-36
0,-114
-6,-114
6,-114
114,-12
84,-78
12,-114
78,-84
72,-90
90,-72
102,-54
54,-102
114,-18
18,-114
42,-108
108,-42
96,-66
114,-24
24,-114
66,-96
30,-114
114,-30
108,-48
48,-108
102,-60
60,-102
84,-84
90,-78
78,-90
114,-36
36,-114
0,-120
72,-96
96,-72
-6,-120
6,-120
12,-120
120,-12
54,-108
108,-54
120,-18
18,-120
42,-114
114,-42
66,-102
102,-66
120,-24
24,-120
90,-84
84,-90
108,-60
60,-108
78,-96
114,-48
48,-114
96,-78
120,-30
30,-120
72,-102
102,-72
36,-120
120,-36
0,-126
-6,-126
114,-54
6,-126
54,-114
-12,-126
108,-66
66,-108
12,-126
42,-120
120,-42
90,-90
18,-126
126,-18
84,-96
96,-84
126,-24
24,-126
78,-102
102,-78
114,-60
60,-114
48,-120
120,-48
-6,0
-6,-6
-12,0
-12,-6
-6,-12
-12,-12
-18,0
-18,-6
-6,-18
-12,-18
-18,-12
-24,0
-24,-6
-6,-24
-18,-18
-12,-24
-24,-12
-18,-24
-30,0
-24,-18
-30,-6
-6,-30
-30,-12
-12,-30
-24,-24
-30,-18
-18,-30
-36,0
-6,-36
-36,-6
-36,-12
-12,-36
-24,-30
-30,-24
-18,-36
-36,-18
-42,0
-6,-42
-42,-6
-30,-30
-24,-36
-36,-24
-12,-42
-42,-12
-18,-42
-42,-18
-36,-30
-30,-36
-48,0
-42,-24
-48,-6
-24,-42
-48,6
-48,-12
-12,-48
-36,-36
-18,-48
